
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_1_fc_split1_bs128_wi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.767988
Expriment finished at 2017-04-03 16:18:14.692116 
Per class accuracy
Class 70: ... 0.87
Class 71: ... 0.83
Class 72: ... 0.89
Class 73: ... 0.98
Class 74: ... 0.97
Class 75: ... 0.97
Class 76: ... 0.95
Class 77: ... 0.53
Class 78: ... 0.65
Class 79: ... 1.00
Class 80: ... 0.82
Class 81: ... 1.00
Class 82: ... 1.00
Class 83: ... 0.97
Class 84: ... 1.00
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 1.00
Class 88: ... 0.90
Class 89: ... 1.00
Class 90: ... 0.86
Class 91: ... 1.00
Class 92: ... 0.92
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 1.00
Class 96: ... 1.00
Class 97: ... 0.92
Class 98: ... 0.60
Class 99: ... 0.96
Class 100: ... 0.81

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_sz224_len16_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.767230
Expriment finished at 2017-07-21 10:38:19.090280 
Per class accuracy
Class 0: ... 0.80
Class 1: ... 0.64
Class 2: ... 0.64
Class 3: ... 0.80
Class 4: ... 0.90
Class 5: ... 0.96
Class 6: ... 0.80
Class 7: ... 0.73
Class 8: ... 1.00
Class 9: ... 0.79
Class 10: ... 0.94
Class 11: ... 1.00
Class 12: ... 0.38
Class 13: ... 0.90
Class 14: ... 0.35
Class 15: ... 0.96
Class 16: ... 0.66
Class 17: ... 0.97
Class 18: ... 0.84
Class 19: ... 0.23
Class 20: ... 0.90
Class 21: ... 0.84
Class 22: ... 0.56
Class 23: ... 0.49
Class 24: ... 0.84
Class 25: ... 0.98
Class 26: ... 0.83
Class 27: ... 0.94
Class 28: ... 0.82
Class 29: ... 0.89
Class 30: ... 0.92
Class 31: ... 0.50
Class 32: ... 0.74
Class 33: ... 0.66
Class 34: ... 0.36
Class 35: ... 0.65
Class 36: ... 0.52
Class 37: ... 0.25
Class 38: ... 0.82
Class 39: ... 0.41
Class 40: ... 1.00
Class 41: ... 0.99
Class 42: ... 0.99
Class 43: ... 0.98
Class 44: ... 0.61
Class 45: ... 0.85
Class 46: ... 0.80
Class 47: ... 0.49
Class 48: ... 0.85
Class 49: ... 0.86
Class 50: ... 0.64
Class 51: ... 0.52
Class 52: ... 0.85
Class 53: ... 0.53
Class 54: ... 0.66
Class 55: ... 0.35
Class 56: ... 0.94
Class 57: ... 0.43
Class 58: ... 0.81
Class 59: ... 0.74
Class 60: ... 0.66
Class 61: ... 0.81
Class 62: ... 0.89
Class 63: ... 0.98
Class 64: ... 0.81
Class 65: ... 0.90
Class 66: ... 0.82
Class 67: ... 0.69
Class 68: ... 0.80
Class 69: ... 0.49
Class 70: ... 0.87
Class 71: ... 0.31
Class 72: ... 0.82
Class 73: ... 0.85
Class 74: ... 0.81
Class 75: ... 0.94
Class 76: ... 0.77
Class 77: ... 0.49
Class 78: ... 0.40
Class 79: ... 0.90
Class 80: ... 0.73
Class 81: ... 0.98
Class 82: ... 0.96
Class 83: ... 0.94
Class 84: ... 1.00
Class 85: ... 0.87
Class 86: ... 0.96
Class 87: ... 0.96
Class 88: ... 0.76
Class 89: ... 0.96
Class 90: ... 0.70
Class 91: ... 0.88
Class 92: ... 0.93
Class 93: ... 0.99
Class 94: ... 0.89
Class 95: ... 0.95
Class 96: ... 0.98
Class 97: ... 0.82
Class 98: ... 0.50
Class 99: ... 1.00
Class 100: ... 0.43

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_sz224_len16_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.801216
Expriment finished at 2017-07-21 10:38:22.322568 
Per class accuracy
Class 0: ... 0.80
Class 1: ... 0.69
Class 2: ... 0.76
Class 3: ... 0.86
Class 4: ... 0.97
Class 5: ... 0.98
Class 6: ... 0.81
Class 7: ... 0.77
Class 8: ... 1.00
Class 9: ... 0.83
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.42
Class 13: ... 0.94
Class 14: ... 0.37
Class 15: ... 0.95
Class 16: ... 0.63
Class 17: ... 1.00
Class 18: ... 0.86
Class 19: ... 0.22
Class 20: ... 0.88
Class 21: ... 0.95
Class 22: ... 0.61
Class 23: ... 0.51
Class 24: ... 0.85
Class 25: ... 1.00
Class 26: ... 0.87
Class 27: ... 1.00
Class 28: ... 0.85
Class 29: ... 1.00
Class 30: ... 0.95
Class 31: ... 0.51
Class 32: ... 0.77
Class 33: ... 0.73
Class 34: ... 0.39
Class 35: ... 0.69
Class 36: ... 0.57
Class 37: ... 0.32
Class 38: ... 0.85
Class 39: ... 0.49
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 0.98
Class 44: ... 0.61
Class 45: ... 0.90
Class 46: ... 0.84
Class 47: ... 0.53
Class 48: ... 0.92
Class 49: ... 0.88
Class 50: ... 0.67
Class 51: ... 0.54
Class 52: ... 0.91
Class 53: ... 0.56
Class 54: ... 0.74
Class 55: ... 0.43
Class 56: ... 0.97
Class 57: ... 0.42
Class 58: ... 0.89
Class 59: ... 0.78
Class 60: ... 0.69
Class 61: ... 0.94
Class 62: ... 0.88
Class 63: ... 1.00
Class 64: ... 0.82
Class 65: ... 0.90
Class 66: ... 0.93
Class 67: ... 1.00
Class 68: ... 0.80
Class 69: ... 0.54
Class 70: ... 0.87
Class 71: ... 0.33
Class 72: ... 0.82
Class 73: ... 0.88
Class 74: ... 0.91
Class 75: ... 0.94
Class 76: ... 0.77
Class 77: ... 0.47
Class 78: ... 0.41
Class 79: ... 0.97
Class 80: ... 0.75
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 1.00
Class 84: ... 1.00
Class 85: ... 0.94
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.83
Class 89: ... 0.95
Class 90: ... 0.68
Class 91: ... 0.96
Class 92: ... 0.92
Class 93: ... 1.00
Class 94: ... 0.91
Class 95: ... 0.96
Class 96: ... 1.00
Class 97: ... 0.89
Class 98: ... 0.51
Class 99: ... 1.00
Class 100: ... 0.44

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len16_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.722726
Expriment finished at 2017-08-07 15:12:48.811830 
Per class accuracy
Class 0: ... 0.69
Class 1: ... 0.78
Class 2: ... 0.65
Class 3: ... 0.71
Class 4: ... 0.72
Class 5: ... 0.93
Class 6: ... 0.81
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 0.91
Class 10: ... 0.91
Class 11: ... 1.00
Class 12: ... 0.37
Class 13: ... 0.77
Class 14: ... 0.45
Class 15: ... 0.96
Class 16: ... 0.52
Class 17: ... 0.91
Class 18: ... 0.90
Class 19: ... 0.41
Class 20: ... 0.82
Class 21: ... 0.82
Class 22: ... 0.42
Class 23: ... 0.16
Class 24: ... 0.69
Class 25: ... 0.94
Class 26: ... 0.79
Class 27: ... 0.96
Class 28: ... 0.81
Class 29: ... 0.84
Class 30: ... 0.91
Class 31: ... 0.49
Class 32: ... 0.69
Class 33: ... 0.47
Class 34: ... 0.28
Class 35: ... 0.66
Class 36: ... 0.60
Class 37: ... 0.13
Class 38: ... 0.83
Class 39: ... 0.45
Class 40: ... 0.98
Class 41: ... 1.00
Class 42: ... 0.73
Class 43: ... 0.97
Class 44: ... 0.71
Class 45: ... 0.87
Class 46: ... 0.60
Class 47: ... 0.40
Class 48: ... 0.81
Class 49: ... 0.73
Class 50: ... 0.63
Class 51: ... 0.50
Class 52: ... 0.69
Class 53: ... 0.70
Class 54: ... 0.67
Class 55: ... 0.30
Class 56: ... 0.92
Class 57: ... 0.42
Class 58: ... 0.58
Class 59: ... 0.54
Class 60: ... 0.77
Class 61: ... 0.69
Class 62: ... 0.68
Class 63: ... 0.90
Class 64: ... 0.65
Class 65: ... 0.79
Class 66: ... 0.67
Class 67: ... 0.63
Class 68: ... 0.78
Class 69: ... 0.51
Class 70: ... 0.87
Class 71: ... 0.75
Class 72: ... 0.84
Class 73: ... 0.87
Class 74: ... 0.78
Class 75: ... 0.83
Class 76: ... 0.64
Class 77: ... 0.25
Class 78: ... 0.33
Class 79: ... 0.85
Class 80: ... 0.72
Class 81: ... 0.94
Class 82: ... 0.95
Class 83: ... 0.70
Class 84: ... 0.98
Class 85: ... 0.85
Class 86: ... 0.94
Class 87: ... 0.92
Class 88: ... 0.80
Class 89: ... 0.88
Class 90: ... 0.77
Class 91: ... 0.97
Class 92: ... 0.82
Class 93: ... 0.95
Class 94: ... 0.83
Class 95: ... 0.94
Class 96: ... 0.96
Class 97: ... 0.79
Class 98: ... 0.43
Class 99: ... 0.95
Class 100: ... 0.27

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_rgb_ltc_maxpool_sz58_len16_1_fc_split1_bs64_fi1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.762622
Expriment finished at 2017-08-07 15:12:51.568597 
Per class accuracy
Class 0: ... 0.68
Class 1: ... 0.84
Class 2: ... 0.71
Class 3: ... 0.77
Class 4: ... 0.77
Class 5: ... 0.93
Class 6: ... 0.81
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.92
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.42
Class 13: ... 0.82
Class 14: ... 0.47
Class 15: ... 1.00
Class 16: ... 0.63
Class 17: ... 0.97
Class 18: ... 1.00
Class 19: ... 0.53
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.44
Class 23: ... 0.16
Class 24: ... 0.73
Class 25: ... 0.96
Class 26: ... 0.84
Class 27: ... 1.00
Class 28: ... 0.80
Class 29: ... 0.94
Class 30: ... 0.97
Class 31: ... 0.49
Class 32: ... 0.69
Class 33: ... 0.58
Class 34: ... 0.30
Class 35: ... 0.71
Class 36: ... 0.64
Class 37: ... 0.15
Class 38: ... 0.95
Class 39: ... 0.59
Class 40: ... 0.97
Class 41: ... 1.00
Class 42: ... 0.76
Class 43: ... 0.98
Class 44: ... 0.77
Class 45: ... 0.88
Class 46: ... 0.57
Class 47: ... 0.47
Class 48: ... 0.86
Class 49: ... 0.74
Class 50: ... 0.69
Class 51: ... 0.59
Class 52: ... 0.67
Class 53: ... 0.78
Class 54: ... 0.65
Class 55: ... 0.37
Class 56: ... 0.97
Class 57: ... 0.55
Class 58: ... 0.59
Class 59: ... 0.61
Class 60: ... 0.82
Class 61: ... 0.75
Class 62: ... 0.65
Class 63: ... 0.96
Class 64: ... 0.66
Class 65: ... 0.81
Class 66: ... 0.68
Class 67: ... 0.78
Class 68: ... 0.80
Class 69: ... 0.57
Class 70: ... 0.87
Class 71: ... 0.80
Class 72: ... 0.86
Class 73: ... 0.90
Class 74: ... 0.88
Class 75: ... 0.83
Class 76: ... 0.70
Class 77: ... 0.28
Class 78: ... 0.39
Class 79: ... 0.88
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.74
Class 84: ... 0.98
Class 85: ... 0.91
Class 86: ... 0.97
Class 87: ... 0.94
Class 88: ... 0.86
Class 89: ... 0.90
Class 90: ... 0.82
Class 91: ... 0.98
Class 92: ... 0.87
Class 93: ... 1.00
Class 94: ... 0.81
Class 95: ... 0.96
Class 96: ... 0.97
Class 97: ... 0.89
Class 98: ... 0.49
Class 99: ... 0.93
Class 100: ... 0.31

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_rgb_ltc_maxpool_sz58_len32_1_fc_split1_bs64_ti1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.749719
Expriment finished at 2017-08-17 13:13:03.119059 
Per class accuracy
Class 0: ... 0.76
Class 1: ... 0.74
Class 2: ... 0.66
Class 3: ... 0.70
Class 4: ... 0.84
Class 5: ... 0.96
Class 6: ... 0.85
Class 7: ... 0.61
Class 8: ... 1.00
Class 9: ... 0.93
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.50
Class 13: ... 0.87
Class 14: ... 0.44
Class 15: ... 0.99
Class 16: ... 0.68
Class 17: ... 0.95
Class 18: ... 0.91
Class 19: ... 0.38
Class 20: ... 0.85
Class 21: ... 0.87
Class 22: ... 0.50
Class 23: ... 0.24
Class 24: ... 0.70
Class 25: ... 0.95
Class 26: ... 0.78
Class 27: ... 0.98
Class 28: ... 0.96
Class 29: ... 0.84
Class 30: ... 0.95
Class 31: ... 0.56
Class 32: ... 0.68
Class 33: ... 0.55
Class 34: ... 0.25
Class 35: ... 0.68
Class 36: ... 0.65
Class 37: ... 0.21
Class 38: ... 0.81
Class 39: ... 0.46
Class 40: ... 0.99
Class 41: ... 1.00
Class 42: ... 0.93
Class 43: ... 0.98
Class 44: ... 0.70
Class 45: ... 0.84
Class 46: ... 0.69
Class 47: ... 0.43
Class 48: ... 0.81
Class 49: ... 0.73
Class 50: ... 0.62
Class 51: ... 0.51
Class 52: ... 0.64
Class 53: ... 0.67
Class 54: ... 0.70
Class 55: ... 0.34
Class 56: ... 0.97
Class 57: ... 0.45
Class 58: ... 0.59
Class 59: ... 0.60
Class 60: ... 0.81
Class 61: ... 0.65
Class 62: ... 0.74
Class 63: ... 0.93
Class 64: ... 0.62
Class 65: ... 0.88
Class 66: ... 0.72
Class 67: ... 0.78
Class 68: ... 0.79
Class 69: ... 0.48
Class 70: ... 0.89
Class 71: ... 0.67
Class 72: ... 0.84
Class 73: ... 0.90
Class 74: ... 0.78
Class 75: ... 0.91
Class 76: ... 0.72
Class 77: ... 0.28
Class 78: ... 0.33
Class 79: ... 0.92
Class 80: ... 0.74
Class 81: ... 0.96
Class 82: ... 0.97
Class 83: ... 0.82
Class 84: ... 1.00
Class 85: ... 0.83
Class 86: ... 0.96
Class 87: ... 0.94
Class 88: ... 0.80
Class 89: ... 0.85
Class 90: ... 0.77
Class 91: ... 0.99
Class 92: ... 0.77
Class 93: ... 0.91
Class 94: ... 0.96
Class 95: ... 0.94
Class 96: ... 0.93
Class 97: ... 0.83
Class 98: ... 0.46
Class 99: ... 0.90
Class 100: ... 0.34

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_rgb_ltc_maxpool_sz58_len32_1_fc_split1_bs64_ti1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.776897
Expriment finished at 2017-08-17 13:13:06.041244 
Per class accuracy
Class 0: ... 0.75
Class 1: ... 0.78
Class 2: ... 0.68
Class 3: ... 0.77
Class 4: ... 0.90
Class 5: ... 0.95
Class 6: ... 0.86
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.94
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.53
Class 13: ... 0.91
Class 14: ... 0.50
Class 15: ... 1.00
Class 16: ... 0.71
Class 17: ... 0.97
Class 18: ... 0.93
Class 19: ... 0.42
Class 20: ... 0.85
Class 21: ... 0.92
Class 22: ... 0.56
Class 23: ... 0.27
Class 24: ... 0.76
Class 25: ... 0.96
Class 26: ... 0.84
Class 27: ... 1.00
Class 28: ... 0.97
Class 29: ... 0.94
Class 30: ... 0.97
Class 31: ... 0.57
Class 32: ... 0.69
Class 33: ... 0.61
Class 34: ... 0.27
Class 35: ... 0.69
Class 36: ... 0.68
Class 37: ... 0.29
Class 38: ... 0.88
Class 39: ... 0.54
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.91
Class 43: ... 0.98
Class 44: ... 0.71
Class 45: ... 0.88
Class 46: ... 0.70
Class 47: ... 0.50
Class 48: ... 0.89
Class 49: ... 0.74
Class 50: ... 0.67
Class 51: ... 0.54
Class 52: ... 0.61
Class 53: ... 0.69
Class 54: ... 0.74
Class 55: ... 0.43
Class 56: ... 0.97
Class 57: ... 0.48
Class 58: ... 0.59
Class 59: ... 0.63
Class 60: ... 0.82
Class 61: ... 0.65
Class 62: ... 0.72
Class 63: ... 0.96
Class 64: ... 0.66
Class 65: ... 0.90
Class 66: ... 0.75
Class 67: ... 0.88
Class 68: ... 0.80
Class 69: ... 0.57
Class 70: ... 0.87
Class 71: ... 0.73
Class 72: ... 0.82
Class 73: ... 0.93
Class 74: ... 0.85
Class 75: ... 0.92
Class 76: ... 0.70
Class 77: ... 0.33
Class 78: ... 0.35
Class 79: ... 0.94
Class 80: ... 0.80
Class 81: ... 1.00
Class 82: ... 0.97
Class 83: ... 0.90
Class 84: ... 1.00
Class 85: ... 0.88
Class 86: ... 0.94
Class 87: ... 0.97
Class 88: ... 0.86
Class 89: ... 0.90
Class 90: ... 0.79
Class 91: ... 1.00
Class 92: ... 0.76
Class 93: ... 1.00
Class 94: ... 0.95
Class 95: ... 0.96
Class 96: ... 0.94
Class 97: ... 0.89
Class 98: ... 0.49
Class 99: ... 0.91
Class 100: ... 0.33

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_rgb_ltc_maxpool_sz58_len60_1_fc_split1_bs64_ti1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.764607
Expriment finished at 2017-08-18 14:23:31.584042 
Per class accuracy
Class 0: ... 0.74
Class 1: ... 0.75
Class 2: ... 0.59
Class 3: ... 0.83
Class 4: ... 0.82
Class 5: ... 0.96
Class 6: ... 0.81
Class 7: ... 0.57
Class 8: ... 1.00
Class 9: ... 0.78
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.43
Class 13: ... 0.83
Class 14: ... 0.63
Class 15: ... 0.99
Class 16: ... 0.77
Class 17: ... 0.92
Class 18: ... 0.93
Class 19: ... 0.42
Class 20: ... 0.83
Class 21: ... 0.98
Class 22: ... 0.48
Class 23: ... 0.09
Class 24: ... 0.80
Class 25: ... 0.97
Class 26: ... 0.90
Class 27: ... 0.97
Class 28: ... 0.96
Class 29: ... 0.94
Class 30: ... 0.94
Class 31: ... 0.66
Class 32: ... 0.73
Class 33: ... 0.54
Class 34: ... 0.33
Class 35: ... 0.61
Class 36: ... 0.67
Class 37: ... 0.25
Class 38: ... 0.80
Class 39: ... 0.52
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.93
Class 43: ... 0.98
Class 44: ... 0.80
Class 45: ... 0.88
Class 46: ... 0.72
Class 47: ... 0.50
Class 48: ... 0.82
Class 49: ... 0.74
Class 50: ... 0.69
Class 51: ... 0.56
Class 52: ... 0.67
Class 53: ... 0.79
Class 54: ... 0.74
Class 55: ... 0.37
Class 56: ... 0.96
Class 57: ... 0.47
Class 58: ... 0.60
Class 59: ... 0.64
Class 60: ... 0.59
Class 61: ... 0.64
Class 62: ... 0.72
Class 63: ... 0.93
Class 64: ... 0.68
Class 65: ... 0.87
Class 66: ... 0.87
Class 67: ... 0.75
Class 68: ... 0.81
Class 69: ... 0.52
Class 70: ... 0.94
Class 71: ... 0.65
Class 72: ... 0.88
Class 73: ... 0.86
Class 74: ... 0.80
Class 75: ... 0.93
Class 76: ... 0.84
Class 77: ... 0.37
Class 78: ... 0.43
Class 79: ... 0.87
Class 80: ... 0.81
Class 81: ... 0.95
Class 82: ... 0.97
Class 83: ... 0.84
Class 84: ... 1.00
Class 85: ... 0.85
Class 86: ... 0.95
Class 87: ... 0.94
Class 88: ... 0.77
Class 89: ... 0.83
Class 90: ... 0.94
Class 91: ... 0.98
Class 92: ... 0.85
Class 93: ... 0.98
Class 94: ... 0.78
Class 95: ... 0.91
Class 96: ... 0.96
Class 97: ... 0.84
Class 98: ... 0.33
Class 99: ... 0.95
Class 100: ... 0.52

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_rgb_ltc_maxpool_sz58_len60_1_fc_split1_bs64_ti1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.782448
Expriment finished at 2017-08-18 14:23:34.507763 
Per class accuracy
Class 0: ... 0.75
Class 1: ... 0.75
Class 2: ... 0.63
Class 3: ... 0.89
Class 4: ... 0.87
Class 5: ... 0.98
Class 6: ... 0.86
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.77
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.42
Class 13: ... 0.88
Class 14: ... 0.73
Class 15: ... 1.00
Class 16: ... 0.82
Class 17: ... 0.89
Class 18: ... 0.96
Class 19: ... 0.47
Class 20: ... 0.85
Class 21: ... 0.97
Class 22: ... 0.50
Class 23: ... 0.20
Class 24: ... 0.76
Class 25: ... 0.98
Class 26: ... 0.96
Class 27: ... 0.97
Class 28: ... 0.95
Class 29: ... 0.97
Class 30: ... 0.95
Class 31: ... 0.68
Class 32: ... 0.77
Class 33: ... 0.58
Class 34: ... 0.30
Class 35: ... 0.64
Class 36: ... 0.61
Class 37: ... 0.35
Class 38: ... 0.85
Class 39: ... 0.54
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.94
Class 43: ... 0.98
Class 44: ... 0.81
Class 45: ... 0.90
Class 46: ... 0.68
Class 47: ... 0.58
Class 48: ... 0.89
Class 49: ... 0.74
Class 50: ... 0.67
Class 51: ... 0.57
Class 52: ... 0.67
Class 53: ... 0.80
Class 54: ... 0.74
Class 55: ... 0.40
Class 56: ... 1.00
Class 57: ... 0.45
Class 58: ... 0.61
Class 59: ... 0.63
Class 60: ... 0.61
Class 61: ... 0.69
Class 62: ... 0.74
Class 63: ... 0.96
Class 64: ... 0.66
Class 65: ... 0.87
Class 66: ... 0.89
Class 67: ... 0.82
Class 68: ... 0.83
Class 69: ... 0.54
Class 70: ... 0.87
Class 71: ... 0.60
Class 72: ... 0.89
Class 73: ... 0.85
Class 74: ... 0.88
Class 75: ... 0.97
Class 76: ... 0.84
Class 77: ... 0.35
Class 78: ... 0.50
Class 79: ... 0.91
Class 80: ... 0.85
Class 81: ... 0.96
Class 82: ... 0.97
Class 83: ... 0.87
Class 84: ... 1.00
Class 85: ... 0.91
Class 86: ... 0.94
Class 87: ... 0.94
Class 88: ... 0.76
Class 89: ... 0.82
Class 90: ... 0.96
Class 91: ... 1.00
Class 92: ... 0.84
Class 93: ... 1.00
Class 94: ... 0.77
Class 95: ... 0.89
Class 96: ... 0.97
Class 97: ... 0.86
Class 98: ... 0.31
Class 99: ... 0.96
Class 100: ... 0.58

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_rgb_ltc_maxpool_sz58_len16_1_fc_split1_bs64_ti1_iter_20000
Probability extention: rgb_fc8
Clip accuracy on testset split 1 of UCF101 is 0.719679
Expriment finished at 2017-08-20 12:58:46.740524 
Per class accuracy
Class 0: ... 0.69
Class 1: ... 0.76
Class 2: ... 0.61
Class 3: ... 0.70
Class 4: ... 0.80
Class 5: ... 0.96
Class 6: ... 0.82
Class 7: ... 0.60
Class 8: ... 1.00
Class 9: ... 0.88
Class 10: ... 0.92
Class 11: ... 1.00
Class 12: ... 0.40
Class 13: ... 0.84
Class 14: ... 0.44
Class 15: ... 0.95
Class 16: ... 0.45
Class 17: ... 0.89
Class 18: ... 0.92
Class 19: ... 0.37
Class 20: ... 0.73
Class 21: ... 0.78
Class 22: ... 0.50
Class 23: ... 0.17
Class 24: ... 0.71
Class 25: ... 0.97
Class 26: ... 0.81
Class 27: ... 0.97
Class 28: ... 0.96
Class 29: ... 0.88
Class 30: ... 0.94
Class 31: ... 0.51
Class 32: ... 0.80
Class 33: ... 0.52
Class 34: ... 0.25
Class 35: ... 0.65
Class 36: ... 0.68
Class 37: ... 0.07
Class 38: ... 0.73
Class 39: ... 0.45
Class 40: ... 0.97
Class 41: ... 1.00
Class 42: ... 0.80
Class 43: ... 0.98
Class 44: ... 0.64
Class 45: ... 0.89
Class 46: ... 0.60
Class 47: ... 0.50
Class 48: ... 0.79
Class 49: ... 0.72
Class 50: ... 0.55
Class 51: ... 0.47
Class 52: ... 0.57
Class 53: ... 0.67
Class 54: ... 0.60
Class 55: ... 0.32
Class 56: ... 0.92
Class 57: ... 0.40
Class 58: ... 0.58
Class 59: ... 0.61
Class 60: ... 0.67
Class 61: ... 0.70
Class 62: ... 0.61
Class 63: ... 0.88
Class 64: ... 0.70
Class 65: ... 0.74
Class 66: ... 0.66
Class 67: ... 0.68
Class 68: ... 0.79
Class 69: ... 0.61
Class 70: ... 0.88
Class 71: ... 0.57
Class 72: ... 0.86
Class 73: ... 0.89
Class 74: ... 0.73
Class 75: ... 0.78
Class 76: ... 0.73
Class 77: ... 0.27
Class 78: ... 0.17
Class 79: ... 0.84
Class 80: ... 0.74
Class 81: ... 0.96
Class 82: ... 0.93
Class 83: ... 0.78
Class 84: ... 1.00
Class 85: ... 0.85
Class 86: ... 0.94
Class 87: ... 0.93
Class 88: ... 0.74
Class 89: ... 0.88
Class 90: ... 0.74
Class 91: ... 0.99
Class 92: ... 0.81
Class 93: ... 0.95
Class 94: ... 0.68
Class 95: ... 0.94
Class 96: ... 0.91
Class 97: ... 0.86
Class 98: ... 0.47
Class 99: ... 0.92
Class 100: ... 0.35

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_rgb_ltc_maxpool_sz58_len16_1_fc_split1_bs64_ti1_iter_20000
Probability extention: rgb_fc8
Video accuracy on testset split 1 of UCF101 is 0.756807
Expriment finished at 2017-08-20 12:58:49.674684 
Per class accuracy
Class 0: ... 0.68
Class 1: ... 0.72
Class 2: ... 0.63
Class 3: ... 0.77
Class 4: ... 0.87
Class 5: ... 0.98
Class 6: ... 0.81
Class 7: ... 0.63
Class 8: ... 1.00
Class 9: ... 0.96
Class 10: ... 1.00
Class 11: ... 1.00
Class 12: ... 0.42
Class 13: ... 0.88
Class 14: ... 0.53
Class 15: ... 1.00
Class 16: ... 0.51
Class 17: ... 0.97
Class 18: ... 1.00
Class 19: ... 0.47
Class 20: ... 0.70
Class 21: ... 0.92
Class 22: ... 0.50
Class 23: ... 0.18
Class 24: ... 0.76
Class 25: ... 0.98
Class 26: ... 0.82
Class 27: ... 1.00
Class 28: ... 0.95
Class 29: ... 1.00
Class 30: ... 0.97
Class 31: ... 0.57
Class 32: ... 0.82
Class 33: ... 0.58
Class 34: ... 0.27
Class 35: ... 0.67
Class 36: ... 0.68
Class 37: ... 0.09
Class 38: ... 0.78
Class 39: ... 0.51
Class 40: ... 0.97
Class 41: ... 1.00
Class 42: ... 0.85
Class 43: ... 0.98
Class 44: ... 0.71
Class 45: ... 0.90
Class 46: ... 0.62
Class 47: ... 0.63
Class 48: ... 0.83
Class 49: ... 0.74
Class 50: ... 0.59
Class 51: ... 0.57
Class 52: ... 0.55
Class 53: ... 0.69
Class 54: ... 0.68
