
--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/extracted_features/new_test_data/c3d-features//c3d_flow_nd_conv_bs150_model2_iter_20000
Probability extention: prob
Clip accuracy on testset split 1 of UCF101 is 0.680677
Expriment finished at 2016-10-31 15:52:09.923041 
Per class accuracy
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bs120_wi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 1 of UCF101 is 0.719743
Expriment finished at 2017-02-15 21:48:09.477787 
Per class accuracy
Class 0: ... 0.85
Class 1: ... 0.83
Class 2: ... 0.60
Class 3: ... 0.74
Class 4: ... 0.74
Class 5: ... 0.91
Class 6: ... 0.61
Class 7: ... 0.70
Class 8: ... 0.98
Class 9: ... 0.95
Class 10: ... 0.77
Class 11: ... 0.93
Class 12: ... 0.51
Class 13: ... 0.63
Class 14: ... 0.70
Class 15: ... 0.84
Class 16: ... 0.69
Class 17: ... 0.94
Class 18: ... 0.48
Class 19: ... 0.30
Class 20: ... 0.88
Class 21: ... 0.77
Class 22: ... 0.55
Class 23: ... 0.42
Class 24: ... 0.47
Class 25: ... 0.96
Class 26: ... 0.86
Class 27: ... 0.81
Class 28: ... 0.43
Class 29: ... 0.66
Class 30: ... 0.70
Class 31: ... 0.69
Class 32: ... 0.78
Class 33: ... 0.44
Class 34: ... 0.26
Class 35: ... 0.73
Class 36: ... 0.74
Class 37: ... 0.50
Class 38: ... 0.76
Class 39: ... 0.60
Class 40: ... 0.92
Class 41: ... 0.98
Class 42: ... 0.90
Class 43: ... 0.94
Class 44: ... 0.71
Class 45: ... 0.94
Class 46: ... 0.89
Class 47: ... 0.75
Class 48: ... 0.69
Class 49: ... 0.84
Class 50: ... 0.48
Class 51: ... 0.54
Class 52: ... 0.90
Class 53: ... 0.46
Class 54: ... 0.38
Class 55: ... 0.52
Class 56: ... 0.80
Class 57: ... 0.38
Class 58: ... 0.84
Class 59: ... 0.67
Class 60: ... 0.73
Class 61: ... 0.69
Class 62: ... 0.78
Class 63: ... 0.82
Class 64: ... 0.74
Class 65: ... 0.96
Class 66: ... 0.73
Class 67: ... 0.61
Class 68: ... 0.96
Class 69: ... 0.59
Class 70: ... 0.86
Class 71: ... 0.70
Class 72: ... 0.82
Class 73: ... 0.57
Class 74: ... 0.67
Class 75: ... 0.83
Class 76: ... 0.88
Class 77: ... 0.45
Class 78: ... 0.40
Class 79: ... 0.76
Class 80: ... 0.44
Class 81: ... 0.74
Class 82: ... 0.84
Class 83: ... 0.89
Class 84: ... 0.89
Class 85: ... 0.79
Class 86: ... 0.86
Class 87: ... 0.90
Class 88: ... 0.77
Class 89: ... 0.68
Class 90: ... 0.52
Class 91: ... 0.56
Class 92: ... 0.82
Class 93: ... 0.78
Class 94: ... 0.70
Class 95: ... 0.79
Class 96: ... 0.93
Class 97: ... 0.72
Class 98: ... 0.66
Class 99: ... 0.87
Class 100: ... 0.59

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bs120_wi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 1 of UCF101 is 0.846154
Expriment finished at 2017-02-15 21:48:12.397925 
Per class accuracy
Class 0: ... 0.91
Class 1: ... 1.00
Class 2: ... 0.88
Class 3: ... 0.83
Class 4: ... 1.00
Class 5: ... 0.95
Class 6: ... 0.72
Class 7: ... 0.97
Class 8: ... 1.00
Class 9: ... 0.98
Class 10: ... 0.95
Class 11: ... 1.00
Class 12: ... 0.63
Class 13: ... 0.76
Class 14: ... 0.80
Class 15: ... 0.95
Class 16: ... 0.73
Class 17: ... 0.95
Class 18: ... 0.61
Class 19: ... 0.53
Class 20: ... 1.00
Class 21: ... 0.95
Class 22: ... 0.75
Class 23: ... 0.51
Class 24: ... 0.48
Class 25: ... 1.00
Class 26: ... 1.00
Class 27: ... 0.91
Class 28: ... 0.57
Class 29: ... 0.94
Class 30: ... 0.86
Class 31: ... 0.84
Class 32: ... 1.00
Class 33: ... 0.64
Class 34: ... 0.30
Class 35: ... 0.84
Class 36: ... 0.89
Class 37: ... 0.62
Class 38: ... 0.93
Class 39: ... 0.78
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.94
Class 43: ... 0.98
Class 44: ... 0.90
Class 45: ... 1.00
Class 46: ... 0.92
Class 47: ... 0.92
Class 48: ... 0.81
Class 49: ... 0.94
Class 50: ... 0.59
Class 51: ... 0.59
Class 52: ... 0.94
Class 53: ... 0.51
Class 54: ... 0.59
Class 55: ... 0.80
Class 56: ... 0.97
Class 57: ... 0.48
Class 58: ... 0.98
Class 59: ... 0.80
Class 60: ... 0.90
Class 61: ... 0.92
Class 62: ... 0.86
Class 63: ... 0.96
Class 64: ... 0.84
Class 65: ... 1.00
Class 66: ... 0.89
Class 67: ... 0.95
Class 68: ... 1.00
Class 69: ... 0.89
Class 70: ... 0.90
Class 71: ... 0.87
Class 72: ... 0.89
Class 73: ... 0.80
Class 74: ... 0.88
Class 75: ... 0.92
Class 76: ... 1.00
Class 77: ... 0.58
Class 78: ... 0.46
Class 79: ... 0.91
Class 80: ... 0.47
Class 81: ... 0.96
Class 82: ... 0.97
Class 83: ... 1.00
Class 84: ... 0.95
Class 85: ... 1.00
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.90
Class 89: ... 0.87
Class 90: ... 0.68
Class 91: ... 0.86
Class 92: ... 0.95
Class 93: ... 0.81
Class 94: ... 0.77
Class 95: ... 0.93
Class 96: ... 0.97
Class 97: ... 0.83
Class 98: ... 0.69
Class 99: ... 1.00
Class 100: ... 0.83

--------------------------------------------------
Compute clip accuracy of UCF101 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bs120_wi1_iter_20000
Probability extention: flow_fc8
Clip accuracy on testset split 1 of UCF101 is 0.719743
Expriment finished at 2017-02-27 00:04:01.290120 
Per class accuracy
Class 0: ... 0.85
Class 1: ... 0.83
Class 2: ... 0.60
Class 3: ... 0.74
Class 4: ... 0.74
Class 5: ... 0.91
Class 6: ... 0.61
Class 7: ... 0.70
Class 8: ... 0.98
Class 9: ... 0.95
Class 10: ... 0.77
Class 11: ... 0.93
Class 12: ... 0.51
Class 13: ... 0.63
Class 14: ... 0.70
Class 15: ... 0.84
Class 16: ... 0.69
Class 17: ... 0.94
Class 18: ... 0.48
Class 19: ... 0.30
Class 20: ... 0.88
Class 21: ... 0.77
Class 22: ... 0.55
Class 23: ... 0.42
Class 24: ... 0.47
Class 25: ... 0.96
Class 26: ... 0.86
Class 27: ... 0.81
Class 28: ... 0.43
Class 29: ... 0.66
Class 30: ... 0.70
Class 31: ... 0.69
Class 32: ... 0.78
Class 33: ... 0.44
Class 34: ... 0.26
Class 35: ... 0.73
Class 36: ... 0.74
Class 37: ... 0.50
Class 38: ... 0.76
Class 39: ... 0.60
Class 40: ... 0.92
Class 41: ... 0.98
Class 42: ... 0.90
Class 43: ... 0.94
Class 44: ... 0.71
Class 45: ... 0.94
Class 46: ... 0.89
Class 47: ... 0.75
Class 48: ... 0.69
Class 49: ... 0.84
Class 50: ... 0.48
Class 51: ... 0.54
Class 52: ... 0.90
Class 53: ... 0.46
Class 54: ... 0.38
Class 55: ... 0.52
Class 56: ... 0.80
Class 57: ... 0.38
Class 58: ... 0.84
Class 59: ... 0.67
Class 60: ... 0.73
Class 61: ... 0.69
Class 62: ... 0.78
Class 63: ... 0.82
Class 64: ... 0.74
Class 65: ... 0.96
Class 66: ... 0.73
Class 67: ... 0.61
Class 68: ... 0.96
Class 69: ... 0.59
Class 70: ... 0.86
Class 71: ... 0.70
Class 72: ... 0.82
Class 73: ... 0.57
Class 74: ... 0.67
Class 75: ... 0.83
Class 76: ... 0.88
Class 77: ... 0.45
Class 78: ... 0.40
Class 79: ... 0.76
Class 80: ... 0.44
Class 81: ... 0.74
Class 82: ... 0.84
Class 83: ... 0.89
Class 84: ... 0.89
Class 85: ... 0.79
Class 86: ... 0.86
Class 87: ... 0.90
Class 88: ... 0.77
Class 89: ... 0.68
Class 90: ... 0.52
Class 91: ... 0.56
Class 92: ... 0.82
Class 93: ... 0.78
Class 94: ... 0.70
Class 95: ... 0.79
Class 96: ... 0.93
Class 97: ... 0.72
Class 98: ... 0.66
Class 99: ... 0.87
Class 100: ... 0.59

--------------------------------------------------
Compute video accuracy of UCF101 split 1 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//ucf101_c3d_compensated_flow_bs120_wi1_iter_20000
Probability extention: flow_fc8
Video accuracy on testset split 1 of UCF101 is 0.842453
Expriment finished at 2017-02-27 00:04:04.417668 
Per class accuracy
Class 0: ... 0.91
Class 1: ... 1.00
Class 2: ... 0.88
Class 3: ... 0.86
Class 4: ... 1.00
Class 5: ... 0.95
Class 6: ... 0.72
Class 7: ... 0.91
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.97
Class 11: ... 1.00
Class 12: ... 0.58
Class 13: ... 0.82
Class 14: ... 0.83
Class 15: ... 0.98
Class 16: ... 0.76
Class 17: ... 0.97
Class 18: ... 0.64
Class 19: ... 0.56
Class 20: ... 1.00
Class 21: ... 0.92
Class 22: ... 0.75
Class 23: ... 0.51
Class 24: ... 0.52
Class 25: ... 1.00
Class 26: ... 1.00
Class 27: ... 0.91
Class 28: ... 0.60
Class 29: ... 0.92
Class 30: ... 0.84
Class 31: ... 0.81
Class 32: ... 1.00
Class 33: ... 0.64
Class 34: ... 0.30
Class 35: ... 0.84
Class 36: ... 0.86
Class 37: ... 0.56
Class 38: ... 0.95
Class 39: ... 0.86
Class 40: ... 1.00
Class 41: ... 1.00
Class 42: ... 0.91
Class 43: ... 0.98
Class 44: ... 0.90
Class 45: ... 1.00
Class 46: ... 0.92
Class 47: ... 0.95
Class 48: ... 0.78
Class 49: ... 0.94
Class 50: ... 0.56
Class 51: ... 0.59
Class 52: ... 0.94
Class 53: ... 0.51
Class 54: ... 0.62
Class 55: ... 0.74
Class 56: ... 0.97
Class 57: ... 0.48
Class 58: ... 0.98
Class 59: ... 0.83
Class 60: ... 0.76
Class 61: ... 0.92
Class 62: ... 0.86
Class 63: ... 0.96
Class 64: ... 0.84
Class 65: ... 1.00
Class 66: ... 0.86
Class 67: ... 0.95
Class 68: ... 1.00
Class 69: ... 0.86
Class 70: ... 0.87
Class 71: ... 0.87
Class 72: ... 0.89
Class 73: ... 0.80
Class 74: ... 0.82
Class 75: ... 0.94
Class 76: ... 1.00
Class 77: ... 0.56
Class 78: ... 0.48
Class 79: ... 0.88
Class 80: ... 0.50
Class 81: ... 0.93
Class 82: ... 0.97
Class 83: ... 1.00
Class 84: ... 0.95
Class 85: ... 0.97
Class 86: ... 0.97
Class 87: ... 1.00
Class 88: ... 0.88
Class 89: ... 0.82
Class 90: ... 0.64
Class 91: ... 0.88
Class 92: ... 0.95
Class 93: ... 0.78
Class 94: ... 0.74
Class 95: ... 0.96
Class 96: ... 0.97
Class 97: ... 0.83
Class 98: ... 0.69
Class 99: ... 1.00
Class 100: ... 0.81

--------------------------------------------------
Compute clip accuracy of UCF101 2 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_train_val_lmdb_split2_bs120_fi1_iter_20000
Probability extention: flow_fc8
Clip accuracy on testset split 2 of UCF101 is 0.719652
Expriment finished at 2017-03-06 21:50:30.912926 
Per class accuracy
Class 0: ... 0.59
Class 1: ... 0.67
Class 2: ... 0.32
Class 3: ... 0.70
Class 4: ... 0.75
Class 5: ... 0.91
Class 6: ... 0.70
Class 7: ... 0.53
Class 8: ... 0.98
Class 9: ... 0.92
Class 10: ... 0.87
Class 11: ... 0.99
Class 12: ... 0.49
Class 13: ... 0.55
Class 14: ... 0.83
Class 15: ... 0.91
Class 16: ... 0.76
Class 17: ... 0.92
Class 18: ... 0.76
Class 19: ... 0.75
Class 20: ... 0.71
Class 21: ... 0.60
Class 22: ... 0.65
Class 23: ... 0.61
Class 24: ... 0.58
Class 25: ... 0.93
Class 26: ... 0.70
Class 27: ... 0.70
Class 28: ... 0.70
Class 29: ... 0.68
Class 30: ... 0.76
Class 31: ... 0.67
Class 32: ... 0.77
Class 33: ... 0.29
Class 34: ... 0.36
Class 35: ... 0.71
Class 36: ... 0.87
Class 37: ... 0.62
Class 38: ... 0.68
Class 39: ... 0.68
Class 40: ... 0.82
Class 41: ... 0.69
Class 42: ... 0.83
Class 43: ... 0.88
Class 44: ... 0.55
Class 45: ... 0.87
Class 46: ... 0.72
Class 47: ... 0.90
Class 48: ... 0.64
Class 49: ... 0.78
Class 50: ... 0.66
Class 51: ... 0.60
Class 52: ... 0.87
Class 53: ... 0.62
Class 54: ... 0.53
Class 55: ... 0.66
Class 56: ... 0.71
Class 57: ... 0.57
Class 58: ... 0.87
Class 59: ... 0.77
Class 60: ... 0.92
Class 61: ... 0.54
Class 62: ... 0.54
Class 63: ... 0.74
Class 64: ... 0.88
Class 65: ... 0.92
Class 66: ... 0.81
Class 67: ... 0.75
Class 68: ... 0.93
Class 69: ... 0.92
Class 70: ... 0.81
Class 71: ... 0.59
Class 72: ... 0.80
Class 73: ... 0.56
Class 74: ... 0.48
Class 75: ... 0.68
Class 76: ... 0.79
Class 77: ... 0.44
Class 78: ... 0.30
Class 79: ... 0.76
Class 80: ... 0.58
Class 81: ... 0.63
Class 82: ... 0.88
Class 83: ... 0.71
Class 84: ... 0.83
Class 85: ... 0.78
Class 86: ... 0.87
Class 87: ... 0.83
Class 88: ... 0.94
Class 89: ... 0.73
Class 90: ... 0.52
Class 91: ... 0.79
Class 92: ... 0.65
Class 93: ... 0.79
Class 94: ... 0.68
Class 95: ... 0.85
Class 96: ... 0.82
Class 97: ... 0.74
Class 98: ... 0.82
Class 99: ... 0.75
Class 100: ... 0.58

--------------------------------------------------
Compute video accuracy of UCF101 split 2 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_train_val_lmdb_split2_bs120_fi1_iter_20000
Probability extention: flow_fc8
Video accuracy on testset split 2 of UCF101 is 0.858864
Expriment finished at 2017-03-06 22:01:44.630112 
Per class accuracy
Class 0: ... 0.64
Class 1: ... 0.86
Class 2: ... 0.66
Class 3: ... 0.94
Class 4: ... 1.00
Class 5: ... 1.00
Class 6: ... 1.00
Class 7: ... 0.73
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.97
Class 11: ... 1.00
Class 12: ... 0.88
Class 13: ... 0.80
Class 14: ... 0.91
Class 15: ... 0.98
Class 16: ... 0.90
Class 17: ... 0.95
Class 18: ... 0.93
Class 19: ... 0.91
Class 20: ... 0.97
Class 21: ... 0.78
Class 22: ... 0.77
Class 23: ... 0.84
Class 24: ... 0.77
Class 25: ... 1.00
Class 26: ... 0.79
Class 27: ... 0.73
Class 28: ... 0.81
Class 29: ... 0.91
Class 30: ... 0.88
Class 31: ... 0.66
Class 32: ... 1.00
Class 33: ... 0.46
Class 34: ... 0.46
Class 35: ... 0.98
Class 36: ... 0.92
Class 37: ... 0.75
Class 38: ... 0.85
Class 39: ... 0.91
Class 40: ... 0.88
Class 41: ... 0.82
Class 42: ... 0.92
Class 43: ... 1.00
Class 44: ... 0.64
Class 45: ... 0.97
Class 46: ... 0.75
Class 47: ... 0.95
Class 48: ... 0.81
Class 49: ... 0.89
Class 50: ... 0.95
Class 51: ... 0.79
Class 52: ... 0.94
Class 53: ... 0.75
Class 54: ... 0.93
Class 55: ... 0.88
Class 56: ... 1.00
Class 57: ... 0.76
Class 58: ... 0.93
Class 59: ... 0.90
Class 60: ... 1.00
Class 61: ... 0.60
Class 62: ... 0.63
Class 63: ... 0.93
Class 64: ... 1.00
Class 65: ... 1.00
Class 66: ... 0.93
Class 67: ... 0.97
Class 68: ... 1.00
Class 69: ... 1.00
Class 70: ... 0.83
Class 71: ... 0.68
Class 72: ... 0.88
Class 73: ... 0.74
Class 74: ... 0.73
Class 75: ... 0.82
Class 76: ... 0.95
Class 77: ... 0.53
Class 78: ... 0.55
Class 79: ... 0.83
Class 80: ... 0.78
Class 81: ... 0.82
Class 82: ... 0.97
Class 83: ... 0.92
Class 84: ... 0.90
Class 85: ... 1.00
Class 86: ... 1.00
Class 87: ... 0.92
Class 88: ... 1.00
Class 89: ... 0.79
Class 90: ... 0.64
Class 91: ... 0.90
Class 92: ... 0.73
Class 93: ... 0.91
Class 94: ... 0.76
Class 95: ... 1.00
Class 96: ... 0.95
Class 97: ... 0.83
Class 98: ... 0.97
Class 99: ... 0.95
Class 100: ... 0.80

--------------------------------------------------
Compute clip accuracy of UCF101 2 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_train_val_lmdb_split2_bs120_fi1_iter_20000
Probability extention: flow_prob
Clip accuracy on testset split 2 of UCF101 is 0.719652
Expriment finished at 2017-03-06 22:14:33.308668 
Per class accuracy
Class 0: ... 0.59
Class 1: ... 0.67
Class 2: ... 0.32
Class 3: ... 0.70
Class 4: ... 0.75
Class 5: ... 0.91
Class 6: ... 0.70
Class 7: ... 0.53
Class 8: ... 0.98
Class 9: ... 0.92
Class 10: ... 0.87
Class 11: ... 0.99
Class 12: ... 0.49
Class 13: ... 0.55
Class 14: ... 0.83
Class 15: ... 0.91
Class 16: ... 0.76
Class 17: ... 0.92
Class 18: ... 0.76
Class 19: ... 0.75
Class 20: ... 0.71
Class 21: ... 0.60
Class 22: ... 0.65
Class 23: ... 0.61
Class 24: ... 0.58
Class 25: ... 0.93
Class 26: ... 0.70
Class 27: ... 0.70
Class 28: ... 0.70
Class 29: ... 0.68
Class 30: ... 0.76
Class 31: ... 0.67
Class 32: ... 0.77
Class 33: ... 0.29
Class 34: ... 0.36
Class 35: ... 0.71
Class 36: ... 0.87
Class 37: ... 0.62
Class 38: ... 0.68
Class 39: ... 0.68
Class 40: ... 0.82
Class 41: ... 0.69
Class 42: ... 0.83
Class 43: ... 0.88
Class 44: ... 0.55
Class 45: ... 0.87
Class 46: ... 0.72
Class 47: ... 0.90
Class 48: ... 0.64
Class 49: ... 0.78
Class 50: ... 0.66
Class 51: ... 0.60
Class 52: ... 0.87
Class 53: ... 0.62
Class 54: ... 0.53
Class 55: ... 0.66
Class 56: ... 0.71
Class 57: ... 0.57
Class 58: ... 0.87
Class 59: ... 0.77
Class 60: ... 0.92
Class 61: ... 0.54
Class 62: ... 0.54
Class 63: ... 0.74
Class 64: ... 0.88
Class 65: ... 0.92
Class 66: ... 0.81
Class 67: ... 0.75
Class 68: ... 0.93
Class 69: ... 0.92
Class 70: ... 0.81
Class 71: ... 0.59
Class 72: ... 0.80
Class 73: ... 0.56
Class 74: ... 0.48
Class 75: ... 0.68
Class 76: ... 0.79
Class 77: ... 0.44
Class 78: ... 0.30
Class 79: ... 0.76
Class 80: ... 0.58
Class 81: ... 0.63
Class 82: ... 0.88
Class 83: ... 0.71
Class 84: ... 0.83
Class 85: ... 0.78
Class 86: ... 0.87
Class 87: ... 0.83
Class 88: ... 0.94
Class 89: ... 0.73
Class 90: ... 0.52
Class 91: ... 0.79
Class 92: ... 0.65
Class 93: ... 0.79
Class 94: ... 0.68
Class 95: ... 0.85
Class 96: ... 0.82
Class 97: ... 0.74
Class 98: ... 0.82
Class 99: ... 0.75
Class 100: ... 0.58

--------------------------------------------------
Compute video accuracy of UCF101 split 2 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_train_val_lmdb_split2_bs120_fi1_iter_20000
Probability extention: flow_prob
Video accuracy on testset split 2 of UCF101 is 0.857258
Expriment finished at 2017-03-06 22:25:05.233138 
Per class accuracy
Class 0: ... 0.64
Class 1: ... 0.86
Class 2: ... 0.66
Class 3: ... 0.94
Class 4: ... 1.00
Class 5: ... 1.00
Class 6: ... 0.97
Class 7: ... 0.73
Class 8: ... 1.00
Class 9: ... 1.00
Class 10: ... 0.97
Class 11: ... 1.00
Class 12: ... 0.78
Class 13: ... 0.80
Class 14: ... 0.94
Class 15: ... 0.98
Class 16: ... 0.93
Class 17: ... 0.97
Class 18: ... 0.93
Class 19: ... 0.91
Class 20: ... 0.97
Class 21: ... 0.76
Class 22: ... 0.77
Class 23: ... 0.90
Class 24: ... 0.74
Class 25: ... 1.00
Class 26: ... 0.77
Class 27: ... 0.76
Class 28: ... 0.78
Class 29: ... 0.91
Class 30: ... 0.88
Class 31: ... 0.66
Class 32: ... 0.94
Class 33: ... 0.35
Class 34: ... 0.46
Class 35: ... 1.00
Class 36: ... 0.89
Class 37: ... 0.79
Class 38: ... 0.88
Class 39: ... 0.91
Class 40: ... 0.88
Class 41: ... 0.82
Class 42: ... 0.92
Class 43: ... 1.00
Class 44: ... 0.61
Class 45: ... 0.97
Class 46: ... 0.75
Class 47: ... 0.95
Class 48: ... 0.81
Class 49: ... 0.89
Class 50: ... 0.90
Class 51: ... 0.82
Class 52: ... 0.94
Class 53: ... 0.77
Class 54: ... 0.93
Class 55: ... 0.88
Class 56: ... 1.00
Class 57: ... 0.79
Class 58: ... 0.93
Class 59: ... 0.90
Class 60: ... 1.00
Class 61: ... 0.62
Class 62: ... 0.63
Class 63: ... 0.93
Class 64: ... 1.00
Class 65: ... 1.00
Class 66: ... 1.00
Class 67: ... 0.95
Class 68: ... 1.00
Class 69: ... 1.00
Class 70: ... 0.83
Class 71: ... 0.71
Class 72: ... 0.88
Class 73: ... 0.69
Class 74: ... 0.73
Class 75: ... 0.82
Class 76: ... 0.92
Class 77: ... 0.49
Class 78: ... 0.45
Class 79: ... 0.83
Class 80: ... 0.84
Class 81: ... 0.79
Class 82: ... 0.97
Class 83: ... 0.92
Class 84: ... 0.88
Class 85: ... 0.97
Class 86: ... 1.00
Class 87: ... 0.92
Class 88: ... 1.00
Class 89: ... 0.82
Class 90: ... 0.68
Class 91: ... 0.90
Class 92: ... 0.78
Class 93: ... 0.91
Class 94: ... 0.78
Class 95: ... 1.00
Class 96: ... 0.95
Class 97: ... 0.83
Class 98: ... 0.97
Class 99: ... 0.92
Class 100: ... 0.89

--------------------------------------------------
Compute clip accuracy of UCF101 3 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_train_val_lmdb_split3_bs126_fi1_iter_20000
Probability extention: flow_fc8
Clip accuracy on testset split 3 of UCF101 is 0.740128
Expriment finished at 2017-03-08 12:01:30.373922 
Per class accuracy
Class 0: ... 0.69
Class 1: ... 0.61
Class 2: ... 0.46
Class 3: ... 0.59
Class 4: ... 0.56
Class 5: ... 0.67
Class 6: ... 0.67
Class 7: ... 0.53
Class 8: ... 0.96
Class 9: ... 0.88
Class 10: ... 0.83
Class 11: ... 0.94
Class 12: ... 0.59
Class 13: ... 0.68
Class 14: ... 0.96
Class 15: ... 0.82
Class 16: ... 0.94
Class 17: ... 0.90
Class 18: ... 0.66
Class 19: ... 0.71
Class 20: ... 0.82
Class 21: ... 0.81
Class 22: ... 0.63
Class 23: ... 0.85
Class 24: ... 0.67
Class 25: ... 0.88
Class 26: ... 0.62
Class 27: ... 0.79
Class 28: ... 0.66
Class 29: ... 0.75
Class 30: ... 0.75
Class 31: ... 0.85
Class 32: ... 0.66
Class 33: ... 0.36
Class 34: ... 0.57
Class 35: ... 0.88
Class 36: ... 0.81
Class 37: ... 0.55
Class 38: ... 0.73
Class 39: ... 0.75
Class 40: ... 0.93
Class 41: ... 0.97
Class 42: ... 0.92
Class 43: ... 0.85
Class 44: ... 0.70
Class 45: ... 0.89
Class 46: ... 0.96
Class 47: ... 0.92
Class 48: ... 0.71
Class 49: ... 0.84
Class 50: ... 0.83
Class 51: ... 0.40
Class 52: ... 0.81
Class 53: ... 0.59
Class 54: ... 0.50
Class 55: ... 0.56
Class 56: ... 0.81
Class 57: ... 0.34
Class 58: ... 0.89
Class 59: ... 0.48
Class 60: ... 0.96
Class 61: ... 0.49
Class 62: ... 0.77
Class 63: ... 0.68
Class 64: ... 0.72
Class 65: ... 0.80
Class 66: ... 0.55
Class 67: ... 0.84
Class 68: ... 0.97
Class 69: ... 0.82
Class 70: ... 0.94
Class 71: ... 0.51
Class 72: ... 0.80
Class 73: ... 0.77
Class 74: ... 0.54
Class 75: ... 0.63
Class 76: ... 0.92
Class 77: ... 0.57
Class 78: ... 0.45
Class 79: ... 0.87
Class 80: ... 0.65
Class 81: ... 0.75
Class 82: ... 0.66
Class 83: ... 0.78
Class 84: ... 0.73
Class 85: ... 0.69
Class 86: ... 0.86
Class 87: ... 0.75
Class 88: ... 0.92
Class 89: ... 0.81
Class 90: ... 0.48
Class 91: ... 0.70
Class 92: ... 0.81
Class 93: ... 0.94
Class 94: ... 0.81
Class 95: ... 0.85
Class 96: ... 0.81
Class 97: ... 0.82
Class 98: ... 0.86
Class 99: ... 0.79
Class 100: ... 0.43

--------------------------------------------------
Compute video accuracy of UCF101 split 3 dataset.
Feature folder: /home/tranlaman/Public/data/ucf101_features/c3d-features//c3d_flow_train_val_lmdb_split3_bs126_fi1_iter_20000
Probability extention: flow_fc8
Video accuracy on testset split 3 of UCF101 is 0.869589
Expriment finished at 2017-03-08 12:01:33.244957 
Per class accuracy
Class 0: ... 0.76
Class 1: ... 0.73
Class 2: ... 0.79
Class 3: ... 0.77
Class 4: ... 0.77
Class 5: ... 0.67
Class 6: ... 0.88
Class 7: ... 0.67
Class 8: ... 0.97
Class 9: ... 0.93
Class 10: ... 0.93
Class 11: ... 1.00
Class 12: ... 0.85
Class 13: ... 0.82
Class 14: ... 1.00
Class 15: ... 1.00
Class 16: ... 1.00
Class 17: ... 0.92
Class 18: ... 0.86
Class 19: ... 0.94
Class 20: ... 0.93
Class 21: ... 0.97
Class 22: ... 0.79
Class 23: ... 0.95
Class 24: ... 0.79
Class 25: ... 1.00
Class 26: ... 0.79
Class 27: ... 0.93
Class 28: ... 0.83
Class 29: ... 1.00
Class 30: ... 0.89
Class 31: ... 1.00
Class 32: ... 0.90
Class 33: ... 0.66
Class 34: ... 0.64
Class 35: ... 0.97
Class 36: ... 0.95
Class 37: ... 0.74
Class 38: ... 0.78
Class 39: ... 1.00
Class 40: ... 0.97
Class 41: ... 1.00
Class 42: ... 1.00
Class 43: ... 1.00
Class 44: ... 0.88
Class 45: ... 1.00
Class 46: ... 1.00
Class 47: ... 0.95
Class 48: ... 0.85
Class 49: ... 0.88
Class 50: ... 0.97
Class 51: ... 0.52
Class 52: ... 0.84
Class 53: ... 0.65
Class 54: ... 0.66
Class 55: ... 0.89
Class 56: ... 0.96
Class 57: ... 0.59
Class 58: ... 1.00
Class 59: ... 0.51
Class 60: ... 0.98
Class 61: ... 0.69
Class 62: ... 0.85
Class 63: ... 0.85
Class 64: ... 0.80
Class 65: ... 1.00
Class 66: ... 0.75
Class 67: ... 1.00
Class 68: ... 1.00
Class 69: ... 1.00
Class 70: ... 1.00
Class 71: ... 0.57
Class 72: ... 0.94
Class 73: ... 0.97
Class 74: ... 0.74
Class 75: ... 0.68
Class 76: ... 1.00
Class 77: ... 0.71
Class 78: ... 0.71
Class 79: ... 0.94
Class 80: ... 0.82
Class 81: ... 0.93
Class 82: ... 0.76
Class 83: ... 0.88
Class 84: ... 0.71
Class 85: ... 1.00
Class 86: ... 0.97
Class 87: ... 0.82
Class 88: ... 1.00
Class 89: ... 0.90
Class 90: ... 0.71
Class 91: ... 0.98
Class 92: ... 0.89
Class 93: ... 1.00
Class 94: ... 0.97
Class 95: ... 0.94
Class 96: ... 1.00
Class 97: ... 0.94
Class 98: ... 1.00
Class 99: ... 0.90
Class 100: ... 0.53

--------------------------------------------------
